,LowLevel,MidLevel,HighLevel,freq_low,freq_mid,freq_high
1674,optical systems__,optics_,displays,6,167,819
1675,optical tomography__,chemical_,industries,4,152,3116
1676,optical tracking__,computer vision_,technology,15,1005,3706
1677,optical transceivers__,semiconductors_,technology,1,234,3706
1678,optical transmitters__,telecommunication_,industries,1,912,3116
1679,optical tweezers__,optics_,displays,1,167,819
1680,optical waveguides__,optics_,displays,4,167,819
1681,optics__,optics_,displays,1,167,819
1682,optimal control__,device energy management_,displays,1,29,819
1683,optimization__,business performance metrics_,business,52,242,806
1684,order picking__,logistics_,business,1,32,806
1685,order processing__,business planning and management_,business,1,172,806
1686,ore treatment__,metals and mining_,industries,1,19,3116
1687,organic farming__,farming and natural science_,industries,1,107,3116
1688,organic light emitting diodes__,semiconductors_,technology,5,234,3706
1689,organisational aspects__,business planning and management_,business,3,172,806
1690,orthogonal frequency division multiplexing__,networks_,technology,3,509,3706
1691,orthopedics__,medical_,industries,11,725,3116
1692,orthotics__,medical_,industries,2,725,3116
1693,oscilloscopes__,"inspection, safety and quality_",use cases,1,246,1287
1694,osmosis__,chemical_,industries,2,152,3116
1695,other__,other_,other,161,178,17
1696,outsourcing__,human resources_,business,1,78,806
1697,oximetry__,medical_,industries,1,725,3116
1698,p-i-n photodiodes__,display technology_,displays,1,247,819
1699,packaging__,logistics_,business,1,32,806
1700,packet switching__,networks_,technology,2,509,3706
1701,paediatrics__,medical_,industries,15,725,3116
1702,paint__,liberal arts_,industries,2,321,3116
1703,painting__,liberal arts_,industries,2,321,3116
1704,palaeontology__,education_,industries,1,627,3116
1705,pallets__,logistics_,business,1,32,806
1706,palmprint recognition__,input_,technology,10,1224,3706
1708,paper industry__,manufacturing_,industries,2,564,3116
1709,paper making__,manufacturing_,industries,1,564,3116
1710,paper products__,chemical_,industries,2,152,3116
1707,paper__,human factors_,end users and user experience,3,441,1397
1711,paraffins__,chemical_,industries,1,152,3116
1712,parallel algorithms__,artificial intelligence_,technology,1,771,3706
1713,parallel architectures__,semiconductors_,technology,4,234,3706
1714,parallel processing__,developers_,technology,4,541,3706
1715,parallel programming__,developers_,technology,1,541,3706
1716,parameter estimation__,video_,technology,8,142,3706
1717,parity check codes__,telecommunication_,industries,1,912,3116
1718,parking__,transportation_,industries,1,131,3116
1719,partial differential equations__,video_,technology,1,142,3706
1720,partial discharges__,chemical_,industries,1,152,3116
1721,particle filtering__,data_,technology,3,654,3706
1722,particle swarm optimization__,artificial intelligence_,technology,9,771,3706
1723,passive optical networks__,telecommunication_,industries,1,912,3116
1725,patents and inventions__,policy_,business,1,273,806
1724,patents__,policy_,business,3,273,806
1726,path planning__,manufacturing_,industries,23,564,3116
1727,patient care__,medical_,industries,8,725,3116
1728,patient diagnosis__,medical_,industries,8,725,3116
1729,patient monitoring__,medical_,industries,16,725,3116
1730,patient rehabilitation__,medical_,industries,70,725,3116
1731,patient treatment__,medical_,industries,58,725,3116
1732,pattern classification__,artificial intelligence_,technology,6,771,3706
1733,pattern clustering__,computer vision_,technology,10,1005,3706
1734,pattern matching__,computer vision_,technology,1,1005,3706
1735,pattern recognition__,computer vision_,technology,8,1005,3706
1736,pedestrian safety__,transportation_,industries,3,131,3116
1737,pedestrians__,transportation_,industries,13,131,3116
1738,pediatrics__,medical_,industries,1,725,3116
1739,peer-to-peer computing__,networks_,technology,3,509,3706
1740,performance evaluation__,business performance metrics_,business,3,242,806
1741,permanent magnets__,sensors_,technology,1,235,3706
1742,personal area networks__,networks_,technology,1,509,3706
1743,personal communication systems__,input_,technology,1,1224,3706
1744,personal computers__,consumer products_,industries,6,18,3116
1745,personal computing__,input_,technology,3,1224,3706
1746,personal digital assistants__,medical_,industries,1,725,3116
1747,personal information systems__,data_,technology,1,654,3706
1749,personnel training__,human resources_,business,19,78,806
1748,personnel__,human resources_,business,26,78,806
1750,petrochemicals__,power and energy_,industries,1,134,3116
1751,petroleum industry__,power and energy_,industries,2,134,3116
1752,petroleum reservoir evaluation__,power and energy_,industries,11,134,3116
1753,phantoms__,medical_,industries,14,725,3116
1754,phase locked loops__,device energy management_,displays,1,29,819
1755,phase matching__,data_,technology,1,654,3706
1756,phase modulation__,display technology_,displays,2,247,819
1757,phase shift keying__,sensors_,technology,1,235,3706
1758,philosophical aspects__,policy_,business,5,273,806
1759,photochromism__,graphics_,technology,1,950,3706
1760,photodetectors__,input_,technology,1,1224,3706
1761,photodiodes__,display technology_,displays,1,247,819
1762,photogrammetry__,artificial intelligence_,technology,13,771,3706
1763,photographic accessories__,graphics_,technology,1,950,3706
1764,photography__,computer vision_,technology,9,1005,3706
1765,photoluminescence__,input_,technology,1,1224,3706
1766,photometry__,input_,technology,1,1224,3706
1767,photonics__,optics_,displays,1,167,819
1768,photoresists__,chemical_,industries,2,152,3116
1769,photosensitivity__,sensors_,technology,1,235,3706
1770,photovoltaic cells__,power and energy_,industries,2,134,3116
1771,physical therapy__,medical_,industries,2,725,3116
1773,physics computing__,engineering_,technology,12,229,3706
1774,physics education__,education_,industries,16,627,3116
1772,physics__,engineering_,technology,1,229,3706
1775,physiological models__,human factors_,end users and user experience,2,441,1397
1776,physiology__,medical_,industries,9,725,3116
1777,pickups__,automotive_,industries,1,149,3116
1778,piezoelectric transducers__,power and energy_,industries,1,134,3116
1779,pipe linings__,oil and gas_,industries,1,13,3116
1781,pipeline processing systems__,computer vision_,technology,1,1005,3706
1780,pipeline processing__,semiconductors_,technology,1,234,3706
1782,pipelines__,oil and gas_,industries,10,13,3116
1783,pipes__,manufacturing_,industries,1,564,3116
1784,pistons__,industrial equipment_,industries,1,98,3116
1785,pixels__,graphics_,technology,22,950,3706
1786,planar waveguides__,optics_,displays,2,167,819
1787,planetary rovers__,aviation and aerospace_,industries,1,121,3116
1788,planning__,business planning and management_,business,5,172,806
1789,plant layout__,manufacturing_,industries,1,564,3116
1790,plant shutdowns__,human resources_,business,1,78,806
1791,plants__,farming and natural science_,industries,1,107,3116
1792,plasma density__,farming and natural science_,industries,1,107,3116
1793,plasma simulation__,simulation_,use cases,1,138,1287
1794,plasma turbulence__,farming and natural science_,industries,1,107,3116
1795,plastic filaments__,chemical_,industries,2,152,3116
1796,plates__,manufacturing_,industries,1,564,3116
1797,pneumatic actuators__,industrial equipment_,industries,2,98,3116
1799,pneumatic control equipment__,industrial equipment_,industries,1,98,3116
1798,pneumatic control__,robotics_,technology,1,398,3706
1800,pneumatic equipment__,industrial equipment_,industries,1,98,3116
1801,pneumodynamics__,medical_,industries,3,725,3116
1802,poisson equation__,data_,technology,1,654,3706
1804,poles and towers__,power and energy_,industries,1,134,3116
1803,poles__,power and energy_,industries,1,134,3116
1806,police data processing__,data_,technology,4,654,3706
1805,police__,emergency response_,industries,1,34,3116
1807,politics__,policy_,business,1,273,806
1808,polymers__,chemical_,industries,1,152,3116
1809,polynomial approximation__,video_,technology,2,142,3706
1810,polynomials__,video_,technology,2,142,3706
1811,population statistics__,policy_,business,2,273,806
1812,portable instruments__,aviation and aerospace_,industries,1,121,3116
1813,portals__,web services_,technology,4,77,3706
1814,pose estimation__,graphics_,technology,125,950,3706
1815,position control__,human-computer interaction_,end users and user experience,10,998,1397
1816,position measurement__,input_,technology,5,1224,3706
1817,positron emission tomography__,medical_,industries,3,725,3116
1818,postal services__,government_,industries,1,31,3116
1819,potable water__,geospatial_,technology,1,179,3706
1820,power aware computing__,device energy management_,displays,11,29,819
1821,power consumption__,device energy management_,displays,7,29,819
1822,power control__,power and energy_,industries,5,134,3116
1823,power conversion__,device energy management_,displays,1,29,819
1824,power convertors__,engineering_,technology,1,229,3706
1825,power distribution__,power and energy_,industries,1,134,3116
1826,power electronics__,power and energy_,industries,1,134,3116
1828,power engineering computing__,engineering_,technology,14,229,3706
1829,power engineering education__,power and energy_,industries,4,134,3116
1827,power engineering__,power and energy_,industries,2,134,3116
1830,power grids__,power and energy_,industries,1,134,3116
1831,power meters__,power and energy_,industries,1,134,3116
1832,power overhead lines__,power and energy_,industries,1,134,3116
1833,power plants__,power and energy_,industries,3,134,3116
1834,power supply quality__,power and energy_,industries,1,134,3116
1835,power transformer insulation__,power and energy_,industries,1,134,3116
1836,precision engineering__,engineering_,technology,1,229,3706
1838,predictive control systems__,medical_,industries,1,725,3116
1837,predictive control__,manufacturing_,industries,1,564,3116
1839,presses__,industrial equipment_,industries,1,98,3116
1840,pressure measurement__,sensors_,technology,1,235,3706
1841,pressure sensors__,sensors_,technology,3,235,3706
1842,preventive maintenance__,manufacturing_,industries,6,564,3116
1843,pricing__,sales and marketing_,business,1,114,806
1844,principal component analysis__,artificial intelligence_,technology,6,771,3706
1845,printed circuit boards__,semiconductors_,technology,1,234,3706
1846,printed circuit manufacture__,semiconductors_,technology,1,234,3706
1847,printed circuits__,semiconductors_,technology,3,234,3706
1848,printers__,display technology_,displays,4,247,819
1850,printing presses__,computer vision_,technology,5,1005,3706
1849,printing__,manufacturing_,industries,1,564,3116
1851,prisons__,government_,industries,1,31,3116
1852,probability__,video_,technology,10,142,3706
1853,probes__,sensors_,technology,3,235,3706
1854,problem oriented languages__,developers_,technology,1,541,3706
1855,problem solving__,education_,industries,1,627,3116
1856,process control__,industrial equipment_,industries,6,98,3116
1857,process monitoring__,"inspection, safety and quality_",use cases,1,246,1287
1858,process planning__,business planning and management_,business,1,172,806
1859,processing__,data_,technology,1,654,3706
1860,procurement__,business planning and management_,business,1,172,806
1861,product customisation__,manufacturing_,industries,2,564,3116
1862,product design__,manufacturing_,industries,21,564,3116
1863,product development__,manufacturing_,industries,3,564,3116
1864,product life cycle management__,manufacturing_,industries,3,564,3116
1865,product quality__,"inspection, safety and quality_",use cases,3,246,1287
1866,production control__,manufacturing_,industries,3,564,3116
1867,production engineering computing__,manufacturing_,industries,136,564,3116
1868,production equipment__,manufacturing_,industries,7,564,3116
1869,production facilities__,manufacturing_,industries,8,564,3116
1870,production management__,manufacturing_,industries,3,564,3116
1871,production planning__,business planning and management_,business,2,172,806
1872,productivity__,business performance metrics_,business,12,242,806
1873,professional aspects__,business planning and management_,business,3,172,806
1874,profitability__,business performance metrics_,business,2,242,806
1875,program assemblers__,developers_,technology,1,541,3706
1876,program compilers__,developers_,technology,1,541,3706
1877,program debugging__,developers_,technology,6,541,3706
1878,program processors__,semiconductors_,technology,9,234,3706
1879,program testing__,developers_,technology,8,541,3706
1880,program visualisation__,developers_,technology,2,541,3706
1881,programmable controllers__,semiconductors_,technology,1,234,3706
1883,programming environments__,developers_,technology,1,541,3706
1884,programming language semantics__,developers_,technology,1,541,3706
1885,programming languages__,developers_,technology,2,541,3706
1882,programming__,developers_,technology,1,541,3706
1886,project management__,business planning and management_,business,6,172,806
1887,projectiles__,cultural heritage_,industries,1,122,3116
1888,projection systems__,display technology_,displays,4,247,819
1889,promotion__,sales and marketing_,business,1,114,806
1890,propellers__,navigation_,use cases,1,178,1287
1891,property market__,business planning and management_,business,2,172,806
1892,proportional control systems__,human-computer interaction_,end users and user experience,1,998,1397
1893,prosthetics__,medical_,industries,11,725,3116
1894,proteins__,medical_,industries,2,725,3116
1895,protocols__,standards_,standards,9,52,52
1896,prototypes__,manufacturing_,industries,4,564,3116
1897,psychology__,medical_,industries,36,725,3116
1898,psychophysiology__,medical_,industries,1,725,3116
1899,public administration__,policy_,business,4,273,806
1900,public domain software__,business planning and management_,business,21,172,806
1901,public health__,policy_,business,1,273,806
1902,public policy__,policy_,business,1,273,806
1903,public transport__,transportation_,industries,1,131,3116
1904,public utilities__,power and energy_,industries,1,134,3116
1905,publishing__,education_,industries,1,627,3116
1906,pumps__,oil and gas_,industries,1,13,3116
1907,purchasing__,logistics_,business,6,32,806
1908,qr codes__,input_,technology,10,1224,3706
1909,qualifications__,human resources_,business,1,78,806
1910,quality assurance__,"inspection, safety and quality_",use cases,5,246,1287
1911,quality control__,"inspection, safety and quality_",use cases,17,246,1287
1912,quality function deployment__,"inspection, safety and quality_",use cases,1,246,1287
1913,quality management__,"inspection, safety and quality_",use cases,1,246,1287
1914,quality of experience__,"inspection, safety and quality_",use cases,20,246,1287
1915,quality of service__,business performance metrics_,business,59,242,806
1916,query formulation__,data_,technology,1,654,3706
1917,query processing__,data_,technology,3,654,3706
1918,question answering__,developers_,technology,1,541,3706
1919,queueing networks__,networks_,technology,7,509,3706
1920,queueing theory__,networks_,technology,4,509,3706
1921,racing automobiles__,automotive_,industries,1,149,3116
1923,radar antennas__,telecommunication_,industries,2,912,3116
1924,radar clutter__,sensors_,technology,1,235,3706
1925,radar imaging__,geospatial_,technology,3,179,3706
1926,radar measurement__,sensors_,technology,2,235,3706
1927,radar tracking__,geospatial_,technology,1,179,3706
1922,radar__,geospatial_,technology,6,179,3706
1928,radial basis function networks__,developers_,technology,1,541,3706
1929,radiation protection__,"inspection, safety and quality_",use cases,1,246,1287
1930,radiation shielding__,"inspection, safety and quality_",use cases,1,246,1287
1931,radiation therapy__,medical_,industries,1,725,3116
1933,radio access networks__,telecommunication_,industries,15,912,3116
1934,radio astronomy__,aviation and aerospace_,industries,1,121,3116
1935,radio broadcasting__,telecommunication_,industries,2,912,3116
1936,radio communication__,telecommunication_,industries,2,912,3116
1937,radio frequency identification__,input_,technology,1,1224,3706
1938,radio links__,telecommunication_,industries,1,912,3116
1939,radio navigation__,navigation_,use cases,1,178,1287
1940,radio networks__,telecommunication_,industries,4,912,3116
1941,radio receivers__,telecommunication_,industries,2,912,3116
1942,radio transceivers__,telecommunication_,industries,1,912,3116
1943,radio waves__,telecommunication_,industries,1,912,3116
1932,radio__,telecommunication_,industries,3,912,3116
1944,radioactivity__,chemical_,industries,1,152,3116
1945,radiofrequency identification__,sensors_,technology,5,235,3706
1946,radiofrequency interconnections__,telecommunication_,industries,1,912,3116
1947,radiofrequency interference__,input_,technology,2,1224,3706
1948,radiofrequency power transmission__,power and energy_,industries,2,134,3116
1949,radiology__,medical_,industries,1,725,3116
1950,radionavigation__,navigation_,use cases,3,178,1287
1951,railroad stations__,transportation_,industries,1,131,3116
1952,rails__,transportation_,industries,1,131,3116
1953,railway communication__,transportation_,industries,1,131,3116
1954,rain__,farming and natural science_,industries,1,107,3116
1955,random errors__,navigation_,use cases,1,178,1287
1956,random forests__,artificial intelligence_,technology,2,771,3706
1957,random processes__,data_,technology,9,654,3706
1958,range finding__,navigation_,use cases,1,178,1287
1959,rapid prototyping__,manufacturing_,industries,4,564,3116
1960,rate distortion theory__,video_,technology,2,142,3706
1961,rational functions__,data_,technology,1,654,3706
1962,ray tracing__,graphics_,technology,11,950,3706
1963,rayleigh fading__,telecommunication_,industries,1,912,3116
1964,rayon yarn__,manufacturing_,industries,1,564,3116
1965,real-time systems__,human-computer interaction_,end users and user experience,31,998,1397
1966,realistic images__,computer vision_,technology,7,1005,3706
1967,receivers__,telecommunication_,industries,1,912,3116
1968,recommender systems__,artificial intelligence_,technology,14,771,3706
1969,recovery__,data_,technology,2,654,3706
1970,recreational facilities__,cultural heritage_,industries,1,122,3116
1971,recurrent neural nets__,artificial intelligence_,technology,9,771,3706
1972,recurrent neural networks__,artificial intelligence_,technology,2,771,3706
1973,recursive filters__,robotics_,technology,1,398,3706
1974,recycling__,industrial equipment_,industries,2,98,3116
1975,redundant manipulators__,robotics_,technology,1,398,3706
1976,reengineering__,manufacturing_,industries,1,564,3116
1977,reflection__,presence_,end users and user experience,4,39,1397
1978,reflectivity__,chemical_,industries,1,152,3116
1979,refraction__,input_,technology,2,1224,3706
1980,refractive index__,input_,technology,1,1224,3706
1981,regional planning__,engineering_,technology,2,229,3706
1982,regression analysis__,artificial intelligence_,technology,24,771,3706
1983,regulatory compliance__,policy_,business,1,273,806
1984,reinforcement learning__,artificial intelligence_,technology,4,771,3706
1985,relational databases__,data_,technology,1,654,3706
1987,reliability analysis__,"inspection, safety and quality_",use cases,2,246,1287
1986,reliability__,data_,technology,5,654,3706
1988,religion__,policy_,business,1,273,806
1989,religious buildings__,cultural heritage_,industries,1,122,3116
1990,remote control__,input_,technology,20,1224,3706
1992,remote sensing by radar__,sensors_,technology,1,235,3706
1991,remote sensing__,sensors_,technology,11,235,3706
1993,remotely operated vehicles__,automotive_,industries,14,149,3116
1994,rendering__,graphics_,technology,166,950,3706
1995,repair__,manufacturing_,industries,7,564,3116
1996,rescue robots__,robotics_,technology,1,398,3706
1998,research and development__,engineering_,technology,2,229,3706
1999,research laboratories__,education_,industries,1,627,3116
1997,research__,education_,industries,1,627,3116
2000,resistors__,education_,industries,1,627,3116
2001,resource allocation__,business planning and management_,business,41,172,806
2002,respiratory mechanics__,medical_,industries,1,725,3116
2003,response time__,developers_,technology,3,541,3706
2004,restoration__,construction_,industries,3,112,3116
2005,resuscitation__,medical_,industries,3,725,3116
2006,retail data processing__,sales and marketing_,business,22,114,806
2007,retailing__,sales and marketing_,business,3,114,806
2008,retrofitting__,industrial equipment_,industries,1,98,3116
2009,retroreflectors__,robotics_,technology,1,398,3706
2010,reusability__,input_,technology,1,1224,3706
2011,reverberation__,audio_,technology,3,73,3706
2012,reverse engineering__,sensors_,technology,1,235,3706
2013,reviews__,standards_,standards,10,52,52
2014,rigid structures__,construction_,industries,1,112,3116
2015,risk analysis__,"inspection, safety and quality_",use cases,4,246,1287
2016,risk assessment__,"inspection, safety and quality_",use cases,4,246,1287
2017,risk management__,"inspection, safety and quality_",use cases,8,246,1287
2018,risk perception__,"inspection, safety and quality_",use cases,2,246,1287
2019,road accidents__,transportation_,industries,6,131,3116
2020,road construction__,construction_,industries,1,112,3116
2021,road safety__,transportation_,industries,17,131,3116
2023,road traffic control__,transportation_,industries,2,131,3116
2022,road traffic__,transportation_,industries,12,131,3116
2024,road vehicles__,automotive_,industries,21,149,3116
2025,roads and streets__,transportation_,industries,7,131,3116
2026,robot applications__,robotics_,technology,4,398,3706
2027,robot dynamics__,robotics_,technology,2,398,3706
2028,robot kinematics__,robotics_,technology,2,398,3706
2029,robot learning__,robotics_,technology,1,398,3706
2030,robot programming__,robotics_,technology,33,398,3706
2031,robot vision__,robotics_,technology,90,398,3706
2032,robotic arms__,robotics_,technology,7,398,3706
2033,robotic assembly__,manufacturing_,industries,6,564,3116
2034,robotic surgery__,medical_,industries,4,725,3116
2035,robotics__,robotics_,technology,81,398,3706
2036,robust control__,developers_,technology,3,541,3706
2037,rock mechanics__,engineering_,technology,1,229,3706
2038,rockets__,aviation and aerospace_,industries,1,121,3116
2039,roofs__,construction_,industries,2,112,3116
2041,rotation measurement__,sensors_,technology,1,235,3706
2040,rotation__,data_,technology,2,654,3706
2042,rssi__,telecommunication_,industries,1,912,3116
2043,rubber__,manufacturing_,industries,1,564,3116
2044,rural areas__,geospatial_,technology,6,179,3706
2046,safety devices__,"inspection, safety and quality_",use cases,4,246,1287
2047,safety engineering__,"inspection, safety and quality_",use cases,2,246,1287
2048,safety factor__,"inspection, safety and quality_",use cases,1,246,1287
2049,safety systems__,"inspection, safety and quality_",use cases,1,246,1287
2050,safety-critical software__,"inspection, safety and quality_",use cases,2,246,1287
2045,safety__,"inspection, safety and quality_",use cases,4,246,1287
2052,sales management__,sales and marketing_,business,1,114,806
2051,sales__,sales and marketing_,business,5,114,806
2053,sampling methods__,data_,technology,3,654,3706
2054,sand__,input_,technology,2,1224,3706
2055,satellite antennas__,aviation and aerospace_,industries,1,121,3116
2056,satellite communication__,aviation and aerospace_,industries,1,121,3116
2057,satellite imagery__,aviation and aerospace_,industries,1,121,3116
2058,satellite navigation__,aviation and aerospace_,industries,4,121,3116
2059,satellite telemetry__,aviation and aerospace_,industries,1,121,3116
2060,scada systems__,manufacturing_,industries,4,564,3116
2061,scaffolds__,construction_,industries,6,112,3116
2062,scalability__,"inspection, safety and quality_",use cases,3,246,1287
2064,scanning antennas__,telecommunication_,industries,1,912,3116
2063,scanning__,input_,technology,5,1224,3706
2066,scheduling algorithms__,developers_,technology,3,541,3706
2065,scheduling__,developers_,technology,16,541,3706
2067,screen printing__,manufacturing_,industries,1,564,3116
2068,screws__,medical_,industries,1,725,3116
2069,sea level__,marine_,industries,1,14,3116
2070,sea ports__,marine_,industries,1,14,3116
2071,search engines__,data_,technology,9,654,3706
2072,search problems__,data_,technology,7,654,3706
2073,security of data__,security_,technology,23,97,3706
2074,security systems__,security_,technology,9,97,3706
2075,self organizing maps__,computer vision_,technology,1,1005,3706
2076,self-healing materials__,chemical_,industries,2,152,3116
2077,self-organising feature maps__,artificial intelligence_,technology,1,771,3706
2078,semantic networks__,web services_,technology,1,77,3706
2079,semantic web__,web services_,technology,9,77,3706
2080,semantics__,artificial intelligence_,technology,33,771,3706
2081,semiconductor device manufacture__,semiconductors_,technology,1,234,3706
2082,semiconductor epitaxial layers__,semiconductors_,technology,1,234,3706
2083,semiconductor growth__,semiconductors_,technology,1,234,3706
2084,semiconductor lasers__,semiconductors_,technology,1,234,3706
2085,semiconductor quantum wells__,semiconductors_,technology,1,234,3706
2086,sensor data fusion__,input_,technology,1,1224,3706
2087,sensor fusion__,sensors_,technology,26,235,3706
2088,sensor networks__,sensors_,technology,8,235,3706
2089,sensor nodes__,sensors_,technology,3,235,3706
2090,sensor placement__,sensors_,technology,1,235,3706
2091,sensors__,sensors_,technology,20,235,3706
2092,sensory feedback__,sensors_,technology,3,235,3706
2093,sensory perception__,input_,technology,14,1224,3706
2094,sentiment analysis__,input_,technology,1,1224,3706
2095,serious games__,simulation_,use cases,65,138,1287
2096,servers__,networks_,technology,2,509,3706
2097,service robots__,robotics_,technology,6,398,3706
2098,service-oriented architecture__,networks_,technology,3,509,3706
2099,servomotors__,industrial equipment_,industries,1,98,3116
2100,set theory__,artificial intelligence_,technology,1,771,3706
2101,sewage__,utilities_,industries,1,4,3116
2102,shape recognition__,computer vision_,technology,5,1005,3706
2103,shear deformation__,engineering_,technology,1,229,3706
2104,shift registers__,developers_,technology,1,541,3706
2105,shipbuilding industry__,marine_,industries,2,14,3116
2106,ships__,government_,industries,6,31,3116
2107,sigma-delta modulation__,sensors_,technology,1,235,3706
2108,sign language recognition__,input_,technology,2,1224,3706
2109,signal classification__,sensors_,technology,2,235,3706
2110,signal denoising__,artificial intelligence_,technology,1,771,3706
2111,signal detection__,sensors_,technology,3,235,3706
2112,signal distortion__,sensors_,technology,1,235,3706
2113,signal encoding__,input_,technology,4,1224,3706
2114,signal processing__,sensors_,technology,11,235,3706
2115,signal reconstruction__,sensors_,technology,1,235,3706
2116,signaling__,sensors_,technology,1,235,3706
2117,signalling protocols__,networks_,technology,1,509,3706
2119,silicon compounds__,chemical_,industries,1,152,3116
2120,silicon-on-insulator__,chemical_,industries,2,152,3116
2118,silicon__,semiconductors_,technology,3,234,3706
2121,silk__,farming and natural science_,industries,1,107,3116
2122,silver halides__,chemical_,industries,1,152,3116
2123,simulated annealing__,artificial intelligence_,technology,2,771,3706
2124,simulation platform__,simulation_,use cases,10,138,1287
2125,simulators__,simulation_,use cases,5,138,1287
2126,single photon emission computed tomography__,medical_,industries,1,725,3116
2127,singular value decomposition__,data_,technology,2,654,3706
2128,sizing screens__,display technology_,displays,1,247,819
2129,skin__,medical_,industries,12,725,3116
2130,slam robotics__,robotics_,technology,73,398,3706
2131,small-to-medium enterprises__,business planning and management_,business,1,172,806
2132,smart antennas__,telecommunication_,industries,1,912,3116
2133,smart cities__,smart cities_,use cases,35,61,1287
2134,smart power grids__,power and energy_,industries,1,134,3116
2135,smart sensors__,sensors_,technology,1,235,3706
2136,smartphones__,telecommunication_,industries,223,912,3116
2137,smoke__,sensors_,technology,1,235,3706
2138,smoothed particle hydrodynamics__,chemical_,industries,1,152,3116
2139,smoothing methods__,computer vision_,technology,2,1005,3706
2140,snow__,users_,end users and user experience,1,83,1397
2142,social aspects of automation__,policy_,business,12,273,806
2141,social aspects__,policy_,business,6,273,806
2143,social computing__,collaboration_,use cases,1,146,1287
2144,social networking__,collaboration_,use cases,37,146,1287
2146,social sciences computing__,human-computer interaction_,end users and user experience,14,998,1397
2145,social sciences__,policy_,business,1,273,806
2147,socio-economic effects__,policy_,business,4,273,806
2148,software agents__,artificial intelligence_,technology,6,771,3706
2149,software architecture__,developers_,technology,21,541,3706
2150,software defined networking__,networks_,technology,4,509,3706
2151,software design__,developers_,technology,14,541,3706
2152,software development management__,business planning and management_,business,3,172,806
2153,software engineering__,developers_,technology,21,541,3706
2154,software fault tolerance__,developers_,technology,2,541,3706
2155,software libraries__,developers_,technology,4,541,3706
2156,software maintenance__,data_,technology,5,654,3706
2157,software packages__,developers_,technology,2,541,3706
2158,software performance evaluation__,"inspection, safety and quality_",use cases,1,246,1287
2159,software prototyping__,developers_,technology,24,541,3706
2160,software quality__,"inspection, safety and quality_",use cases,3,246,1287
2161,software radio__,telecommunication_,industries,3,912,3116
2162,software testing__,developers_,technology,5,541,3706
2163,software tools__,developers_,technology,5,541,3706
2164,soils__,farming and natural science_,industries,2,107,3116
2165,solar buildings__,power and energy_,industries,1,134,3116
2166,solar cell arrays__,power and energy_,industries,1,134,3116
2167,solar cells__,power and energy_,industries,1,134,3116
2168,solar concentrators__,power and energy_,industries,1,134,3116
2169,solar energy__,power and energy_,industries,2,134,3116
2170,solar power plants__,power and energy_,industries,1,134,3116
2171,solar system__,farming and natural science_,industries,2,107,3116
2172,solid modelling__,manufacturing_,industries,132,564,3116
2173,somatosensory phenomena__,human factors_,end users and user experience,1,441,1397
2174,sonar__,audio_,technology,1,73,3706
2175,sound recording__,audio_,technology,1,73,3706
2176,sound reproduction__,audio_,technology,2,73,3706
2177,source code__,developers_,technology,3,541,3706
2178,source separation__,sensors_,technology,4,235,3706
2179,space optics__,aviation and aerospace_,industries,1,121,3116
2180,space research__,aviation and aerospace_,industries,2,121,3116
2181,space vehicles__,aviation and aerospace_,industries,2,121,3116
2182,space-based radar__,aviation and aerospace_,industries,3,121,3116
2183,spacecraft power supplies__,aviation and aerospace_,industries,1,121,3116
2184,sparse matrices__,data_,technology,1,654,3706
2185,spatial light modulators__,sensors_,technology,6,235,3706
2186,spatial reasoning__,human factors_,end users and user experience,1,441,1397
2187,spatial variables measurement__,sensors_,technology,4,235,3706
2188,spatiotemporal phenomena__,geospatial_,technology,3,179,3706
2189,speaker recognition__,input_,technology,1,1224,3706
2190,specification languages__,standards_,standards,1,52,52
2191,specifications__,standards_,standards,3,52,52
2192,spectral analysis__,computer vision_,technology,1,1005,3706
2193,spectrographs__,sensors_,technology,1,235,3706
2194,spectroscopy__,input_,technology,1,1224,3706
2196,speech communication__,input_,technology,1,1224,3706
2197,speech enhancement__,input_,technology,1,1224,3706
2198,speech intelligibility__,input_,technology,2,1224,3706
2199,speech processing__,input_,technology,11,1224,3706
2200,speech recognition__,input_,technology,33,1224,3706
2201,speech synthesis__,input_,technology,4,1224,3706
2202,speech-based user interfaces__,input_,technology,5,1224,3706
2195,speech__,input_,technology,2,1224,3706
2203,speed__,computer vision_,technology,2,1005,3706
2204,spheres__,graphics_,technology,3,950,3706
2205,splines__,graphics_,technology,3,950,3706
2206,sports__,cultural heritage_,industries,33,122,3116
2207,spraying__,robotics_,technology,1,398,3706
2208,spreadsheet programs__,developers_,technology,1,541,3706
2209,springs__,industrial equipment_,industries,3,98,3116
2210,stability__,"inspection, safety and quality_",use cases,1,246,1287
2211,stained glass__,liberal arts_,industries,1,321,3116
2212,stairs__,navigation_,use cases,2,178,1287
2213,standardization__,standards_,standards,1,52,52
2214,stars__,users_,end users and user experience,3,83,1397
2215,state estimation__,data_,technology,2,654,3706
2216,statistical analysis__,data_,technology,21,654,3706
2217,statistical distributions__,data_,technology,1,654,3706
2218,statistical testing__,data_,technology,2,654,3706
2219,statistical tests__,data_,technology,1,654,3706
2220,statistics__,business performance metrics_,business,2,242,806
2221,steam__,education_,industries,1,627,3116
2222,steel__,metals and mining_,industries,2,19,3116
